reliability_prob,cost,approved,expected_strength,strength_std,true_strength
0.0,348.59999999999997,False,12.110831494083477,1.6645960784483134,13.71367764
0.858,372.8551,False,36.32085360326694,1.3594267965355011,31.715896
0.0,349.15200000000004,False,19.652009517799094,1.4259366811812337,19.765208492
1.0,482.63,True,44.456719173567606,1.392807278761482,39.417342919999996
0.0,418.12,False,13.380598244305865,3.120401964908014,13.52062436
0.954,379.96720000000005,True,38.289754365814716,1.9823218696135965,35.34253976
1.0,659.6489999999999,True,50.28472108121139,2.307677508938962,46.80163088
0.0,370.855,False,29.233138554763755,1.5833173299562593,33.003837168
0.0,359.42,False,15.221474566836047,1.829228997008084,18.0297974
0.667,449.613,False,35.842214077471255,1.868044750011232,33.399596392
0.0,317.84000000000003,False,12.415668214844217,2.0793718740846576,12.17614616
0.02,376.95790000000005,False,31.90724105708282,1.5701331985504254,27.66177712
0.0,409.79200000000003,False,25.470490839207116,1.2276571286749998,24.42813468
0.0,381.345,False,11.302251717219075,2.4582089718463442,11.654902304
0.0,335.195,False,24.796032888688437,1.9164595711143946,24.046164976
0.0,347.53,False,9.230684186432576,2.170228902361967,9.307926
0.979,445.576,True,41.35587182173708,3.0316904281209416,25.10382116
0.0,366.33000000000004,False,29.170691685285867,1.4379942063000102,26.14492992
0.0,367.4239,False,11.65866157296794,1.8460591980945213,11.57630204
1.0,424.38,True,53.764834011136834,3.641956703689421,55.260122448
1.0,448.086,True,50.8077236568881,2.946530963090569,60.949678399999996
1.0,638.61,True,62.33237611603759,3.624940713904227,61.85584685418796
0.0,338.91499999999996,False,10.938121578457896,2.733146725536859,14.589312159999999
0.908,338.91499999999996,False,43.80370738327795,6.525917976199984,44.207822168
0.87,588.119,False,37.80861752236484,2.501046908562568,34.90127512
0.887,423.61,False,37.37898507752157,1.9056648424478235,41.680203152
0.632,392.9956,False,35.42278119526455,1.2950691029625805,39.58971192
0.984,482.33,True,43.447544428360665,4.06299449687795,41.052779992
0.1,601.774,False,32.507937863941066,1.8969772638025582,35.3011712
0.378,404.64,False,34.44618633347452,1.8238687001726142,44.6090972
0.995,451.32399999999996,True,38.95323467570359,1.5878380988821506,33.71882378
0.0,375.89060000000006,False,25.3134576158327,1.2495412943617303,21.504756439999998
0.0,379.96720000000005,False,20.776497008904634,1.4757868563674084,20.08443588
0.007,431.55,False,32.323019211720165,1.0827460254997499,31.6469484
1.0,597.5690000000001,True,72.02454300682595,3.0499954581473294,75.49762199999999
0.0,363.4719,False,12.330792235879915,1.8159387797767992,15.04436632
1.0,538.6,True,53.38147719096541,2.516323039436473,56.61287436
0.983,507.16799999999995,True,41.093590628173665,2.928737987980827,53.524711356
1.0,367.38,True,48.414357319610204,4.084723653472081,50.655112243999994
0.0,384.471,False,27.803571830087627,1.40441679576923,31.35047372
0.601,398.77410000000003,False,35.26282234281163,1.5725265888228042,45.70536404
0.0,479.82,False,17.985486800583647,1.7541413048975583,19.10537996
0.549,397.93000000000006,False,35.24983901096453,1.6153490653524105,32.922478999999996
0.0,487.60200000000003,False,26.211804433630007,1.2793844978910582,25.447869684
1.0,502.58,True,43.63155343259975,1.7092851999373346,41.940825079999996
0.794,434.83,False,38.3507841787129,3.7462527691741587,36.251958603999995
0.0,473.15000000000003,False,24.993688656435125,1.2479456465968264,24.00065956
1.0,774.6080000000001,True,69.75610034556028,5.02327965541095,70.69886903999999
0.0,335.36199999999997,False,10.345318080094174,1.9151322537148534,10.335934715999999
1.0,384.8603,True,53.79832792086926,2.1786708359555065,56.8128224
0.146,468.87,False,33.0880903286919,1.7798392301354877,30.12320644
1.0,416.43910000000005,True,39.407919467173954,1.4898922416346905,44.63667624
1.0,517.87,True,65.56981920554135,4.825174445172023,44.51946532
0.819,338.91499999999996,False,45.285563257895916,11.399686463214236,44.698039603999995
1.0,459.4985,True,47.67308978568932,1.3732824457628856,51.03501352
0.051,482.33,False,29.78183166312179,3.0849216816993175,30.275580636
1.0,359.5072,True,42.30456087954035,2.106225070173643,37.34202016
0.956,554.04,True,38.33471666575212,1.9190422643072103,38.610656
1.0,625.32,True,59.17135802992378,2.1417640789471446,61.06688932
0.0,439.47999999999996,False,19.961102718322998,1.394352523213626,18.12632404
0.444,476.243,False,34.58157494663546,3.550408412925816,33.762260768
1.0,437.06000000000006,True,57.46849358718587,2.2127595489795095,61.99078716
0.983,507.26,True,41.14146409674292,2.935853423271133,53.52402188
0.0,451.942,False,19.953656692660175,1.628626400659323,19.765208492
0.0,347.53,False,26.416752137866624,2.017332896368341,26.94472208
1.0,417.00710000000004,True,47.93534540273435,1.7246377072928973,51.4349096
0.792,439.47999999999996,False,36.185435855216504,1.328629701750031,29.97841648
0.0,357.76,False,21.569973058663564,3.8026877833913235,21.91154728
1.0,375.89060000000006,True,41.37879698422302,1.249443291695896,43.49904084
1.0,628.63,True,57.44057440755236,2.3190937380828784,59.76377968
1.0,649.145,True,44.667873836415225,1.8184068921472047,49.20100736
1.0,472.544,True,42.16964560790017,1.5779619773159006,42.14008364399999
0.671,460.94599999999997,False,35.733904237455555,1.57900546401693,32.401235144
0.0,348.61,False,11.720369208628252,1.6730929243332158,11.46598588
0.245,459.4985,False,34.05804824333914,1.3635212720020309,41.885667
0.0,300.3,False,13.752280693924718,2.9824335277072924,12.24509376
1.0,664.5,True,73.32666110138487,2.486123736271925,71.69860924
0.0,348.66,False,8.88975174024521,3.7611291438788146,8.204074924
0.975,482.33,True,41.23951602340257,3.0235875408341646,40.269535256000005
0.0,425.22,False,28.44733630934418,1.2036019758416685,31.74347504
1.0,370.6551,True,40.421153943698535,1.5948034420029646,39.6103962
0.0,459.24379999999996,False,19.267614123763362,1.704286912351852,22.50449664
0.381,420.3,False,34.451818619385485,1.960367070318085,37.36270444
0.305,346.2986,False,33.814879646119415,2.2084082637484337,33.68779736
0.601,490.30999999999995,False,35.49584651372399,1.9075146214075336,31.17810472
0.0,374.6067,False,17.39994218649521,2.225628680666523,23.07676172
0.001,370.11000000000007,False,30.806822239300345,1.626723670291937,31.25394708
1.0,540.14,True,55.46297980847889,2.6018246908879417,46.2293658
0.974,480.31000000000006,True,38.91199158414892,2.044441660700599,43.5748832
0.006,389.73499999999996,False,29.0677909938871,2.4402055412784427,26.859916531999996
0.0,331.738,False,11.236314782240289,1.933053403096846,13.202086448
0.0,323.25,False,7.022579210260517,2.7470218249992504,6.883728383999999
0.0,388.75,False,17.280610013026273,1.2993260835445224,14.796154959999999
1.0,459.4985,True,41.16118320783154,1.3057437516385981,48.28400428
0.0,373.8070000000001,False,20.105875361154304,3.2705722677331823,15.091250688
0.874,573.97,False,36.97364867095229,1.6822974621409235,41.66503468
0.0,346.2986,False,26.94456442330759,2.3033683116083825,29.7508894
1.0,376.84580000000005,True,47.40801763279073,2.4627847522846613,48.15300384
0.998,397.5804,True,40.804225780581504,1.9109620968036005,41.1617172
0.024,468.41999999999996,False,31.35425087652709,1.9121807175110748,23.83518532
1.0,628.63,True,71.13734207425554,3.8295881465465085,71.62276688
1.0,601.774,True,45.49828001760835,1.4828135450460609,55.89581932
1.0,521.36,True,47.28670149619663,1.5635641983759792,52.42086028
0.0,356.9150000000001,False,13.093640300970641,1.638663411028415,14.638264955999999
1.0,632.401,True,54.95720942307686,3.445740704613742,56.69561148
0.114,461.1844,False,33.27304066459902,1.3759693867819736,35.2322236
1.0,462.38,True,50.41716310768175,3.034185558374138,53.300631656
0.496,649.145,False,34.8740934140473,2.2000985223957255,33.398217439999996
1.0,554.04,True,64.05553803584175,2.200416149146679,66.78067543054136
1.0,529.83,True,43.279312967521804,2.3421405749851547,41.542997428
0.0,406.79200000000003,False,25.190884177294798,1.2597252482102417,29.93015316
0.982,625.32,True,38.70873716187818,1.7836233984459589,52.00717468
0.0,440.29140000000007,False,21.25285054648117,2.400648758353159,21.02212324
1.0,454.1248,True,45.089034757101714,1.4292545219500445,51.331488199999995
0.0,362.75,False,15.613323459960803,2.067627167600687,16.889404096
0.0,358.9277000000001,False,22.44893558998768,1.546719812680969,24.28334472
0.92,503.54,False,37.950560162909696,2.139216368355724,38.630650804
0.229,456.33,False,32.63854790630691,3.0432832190879475,36.34917472
0.0,342.49199999999996,False,10.1755857035469,2.273332979515175,7.995853172
0.0,357.0,False,26.66476928925415,1.5202978482031415,30.439675923999996
1.0,448.086,True,46.968165498203504,2.1291251942237417,55.82687172
1.0,524.183,True,47.507462660546665,1.607541635999659,52.426376088
0.996,428.42,True,40.71978356683796,2.1811870360182515,36.44570136
0.447,432.75,False,34.698397615435134,2.1808072449375246,33.05347944
0.0,339.487,False,24.27042285905548,2.413821459973933,26.922658848
1.0,517.418,True,65.46574196240732,4.780963130144611,44.523602176000004
1.0,439.47999999999996,True,41.72380639614214,2.0878653428458134,32.72253096
1.0,440.12149999999997,True,45.236359204989206,2.178547678950658,52.5035974
1.0,424.38,True,51.91406492381185,2.615473805721048,54.378282643999995
0.0,376.75,False,23.724223196501597,1.2454550880806472,22.435549039999998
0.969,408.0044,True,37.54243951468702,1.3205675721327075,30.219733079999997
0.0,566.674,False,26.706107733441012,2.056116383954435,24.0971862
0.0,404.02000000000004,False,16.565840489687282,1.1035180222664738,17.24379476
0.0,573.97,False,27.277768304244834,1.9985583856047155,34.77027468
1.0,346.2986,True,47.277418684506074,3.2633599434814307,37.6798634
1.0,373.447,True,43.0920613842433,1.8924457923176765,40.38950408
0.987,599.48,True,41.11409536929544,2.575652145178031,40.28509771527068
0.143,347.53,False,31.544865597286723,3.4209637708733767,29.7853632
0.002,384.8603,False,30.25105374407292,1.6614268704530333,32.90179472
1.0,440.12149999999997,True,51.757343401765304,2.410158430654307,60.32225524
0.0,375.56,False,19.883996349171035,3.273414213199028,15.08573488
0.0,361.08400000000006,False,20.57629811605767,2.3610951515822203,19.98790924
0.0,337.452,False,21.983284439225265,2.5945871117955455,25.726417988
1.0,483.20300000000003,True,47.51427168858848,2.0631126508099125,47.7117392
1.0,625.47,True,59.15035260384473,2.1431920902876525,56.14403068
0.0,348.66,False,19.62497104372972,3.0235788544601205,18.746162964
0.997,534.6120000000001,True,43.512770948161176,2.8964520356117314,37.997022359999995
1.0,599.48,True,65.65667805751255,3.146406034824424,74.3649114581204
0.994,428.42,True,38.899052396520226,1.5623524327143279,35.17017076
