cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,log_age,water_cement_ratio,scm_fraction,compressive_strength
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,3.367295829986474,1.1059602648999298,0.5505952380950743,13.45857152
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,5.8888779583328805,0.6193548387094776,0.0,38.11423328
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28,3.367295829986474,0.2796934865899847,0.0,74.98740975999999
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,4.5217885770490405,0.4547710976281151,0.3426395939085673,79.29663476
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,3.367295829986474,1.2248480756237512,0.5514839491215774,15.526310044
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28,3.367295829986474,1.060969696969054,0.6123120300750441,46.38794528
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,3.367295829986474,1.2163588390493298,0.4246679316886434,12.180972492
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3,1.3862943611198906,1.0198019801975151,0.4293785310733251,9.84965714581204
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14,2.70805020110221,0.7241686182666398,0.4493732913807063,33.70158688
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56,4.04305126783455,1.0198019801975151,0.4293785310733251,23.24519085418796
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,3.367295829986474,0.5999999999998421,0.1999999999999579,36.447769788
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,4.04305126783455,0.4547710976281151,0.3426395939085673,77.29715436
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,3.367295829986474,1.165904637491074,0.6275845293114504,25.559564796
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,3.367295829986474,0.5414276609303564,0.2640712945590375,38.461039708
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3,1.3862943611198906,0.5805615200743101,0.33631792637994773,23.52492112
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,4.51085950651685,0.752941176470293,0.0,21.859147104
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28,3.367295829986474,0.9915424889241174,0.593027067528193,37.810863839999996
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,3.367295829986474,0.7341269841266929,0.0,19.691434559999998
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,3.367295829986474,1.1599999999992268,0.6124031007750356,37.431652039999996
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14,2.70805020110221,0.7241946538721846,0.3619161467139886,26.04840328
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,5.902633333401366,0.5811209439526309,0.0,38.89334116
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,3.367295829986474,1.2385257301799453,0.6277504530156284,26.147687824
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,2.0794415416798357,0.7354455445541642,0.0,11.483912255999998
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,3.367295829986474,1.383561643834669,0.6117021276594118,33.0603742
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,2.0794415416798357,0.7795969773296475,0.39999999999989927,15.691094808
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,3.367295829986474,0.320370370370311,0.0,67.30664712
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,3.367295829986474,1.0421940928265645,0.4074999999998981,28.62704352
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,4.51085950651685,0.6643598615914657,0.0,32.068218236
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,3.367295829986474,1.049999999999344,0.6097560975608269,39.45181672
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100,4.61512051684126,0.7249181303955197,0.5507676670409911,39.2311844
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,3.367295829986474,0.4443457009552445,0.09998000399918017,39.37597436
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,3.367295829986474,0.5799999999998343,0.0,27.337723399999998
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56,4.04305126783455,0.8499804322299214,0.3396979441827439,31.53663224
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,1.3862943611198906,0.26689252776204275,0.0,41.2996124
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,4.04305126783455,0.26689252776204275,0.0,58.798513279999995
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56,4.04305126783455,0.5788875495090137,0.24882932760710713,45.08483564
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56,4.04305126783455,1.0484613086339718,0.6070397069526834,51.72448952
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28,3.367295829986474,0.644961737615981,0.4498172192107779,55.50971276
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,3.367295829986474,0.4999999999998853,0.0,23.84897484
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,4.04305126783455,0.4289693593313568,0.30828516377643383,68.75060685418796
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,5.198497031265826,0.5999999999998421,0.0,53.104130996
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,2.0794415416798357,0.9599056603769057,0.3999433908858195,15.030576799999999
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,3.367295829986474,0.5054139015017445,0.4123563218389958,67.69964844
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,3.367295829986474,0.7799244015116422,0.0,17.576122192
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28,3.367295829986474,0.5800953637007271,0.24438482177073098,39.94134468
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,3.367295829986474,0.6654545454543035,0.0,24.49708228
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,2.0794415416798357,0.9125307125302641,0.400058962264033,11.957582268
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,5.602118820879701,0.3599999999999314,0.0,67.11359384
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,3.367295829986474,0.2999999999999444,0.0,79.98611076
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,1.3862943611198906,0.36322869955148807,0.18761384335151407,23.34565736
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28,3.367295829986474,0.580358206584099,0.2841222459132099,33.94290348
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,3.367295829986474,0.7815126050416885,0.0,17.54026944
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,2.0794415416798357,0.8410326086952712,0.3999999999998913,13.089012384
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,3.367295829986474,0.2989473684209897,0.11048689138574709,57.226507999999995
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,3.367295829986474,1.374149659863011,0.5811965811964156,19.98790924
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,3.367295829986474,1.2484557309531585,0.5422557335844983,23.744174488
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,3.367295829986474,0.5405646359582347,0.0,44.868340176000004
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,4.5217885770490405,0.36117647058815033,0.2000752870317711,65.19685056
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,3.367295829986474,0.26689252776204275,0.0,56.3991368
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,1.3862943611198906,0.9999999999994792,0.599999999999875,12.788400847999998
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28,3.367295829986474,1.2976430976422237,0.625472887767812,23.696600644
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28,3.367295829986474,0.5419354838707929,0.4503546099289981,33.68779736
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28,3.367295829986474,1.387936943110769,0.612380446333525,32.720462532
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,1.3862943611198906,0.374198512438991,0.3264812575573801,40.59634688
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,3.367295829986474,1.2487113402053813,0.6782085838688207,28.991086848000002
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,4.5217885770490405,0.374198512438991,0.3264812575573801,82.5992248
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100,4.61512051684126,0.644961737615981,0.4498172192107779,63.528318639999995
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3,1.3862943611198906,0.7496916895410153,0.3199599610430906,17.22311048
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,3.367295829986474,1.3333333333324056,0.6781634938408335,29.870858223999996
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,3.367295829986474,0.30103092783498947,0.0,71.98818916
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28,3.367295829986474,0.9350142825747447,0.4787240135156982,31.2677366
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,3.367295829986474,0.40553359683783785,0.2849067269643329,52.20022796
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14,2.70805020110221,0.5788875495090137,0.24882932760710713,34.67374804
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,1.3862943611198906,0.8220338983047365,0.0,6.467284879999999
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28,3.367295829986474,0.579644088620911,0.28129094741631594,50.60064364
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,4.04305126783455,0.3812631578946566,0.20006736274836645,72.29845336
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,3.367295829986474,0.5416666666665054,0.0,44.86420332
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,3.367295829986474,0.7032193158951364,0.2640671273444561,31.875164956000003
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,1.3862943611198906,1.2549019607834937,0.39999999999984315,4.782205536
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,3.367295829986474,0.423690205011293,0.28733766233761565,65.99664272
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56,4.04305126783455,0.9822155688616874,0.5920859794820245,53.46196904
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,4.5217885770490405,0.36117647058815033,0.2000752870317711,65.19685056
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,3.367295829986474,0.5333333333332086,0.09999999999997895,37.427515183999994
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,3.367295829986474,0.7795969773296475,0.39999999999989927,26.91369566
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100,4.61512051684126,0.8463709849874486,0.28801120618767684,34.55653712
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14,2.70805020110221,0.7457142857139365,0.4493732913807063,29.592309919999998
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,2.0794415416798357,1.1098265895947343,0.40138408304484385,11.392211948
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,3.367295829986474,0.7686950146624748,0.4065695018489435,37.171030112
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,4.5217885770490405,0.36117647058815033,0.2000752870317711,65.19685056
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3,1.3862943611198906,0.4289693593313568,0.30828516377643383,25.11662571527068
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,4.04305126783455,0.5601659751035556,0.4556038227627357,64.90037588
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,4.5217885770490405,0.48839397741515417,0.39996235648402034,68.09954452
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,5.902633333401366,0.5999999999998421,0.1999999999999579,43.698299404
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,1.3862943611198906,0.48311688311675766,0.0,14.699628319999999
284.0,15.0,141.0,179.0,5.46,842.0,801.0,28,3.367295829986474,0.6302816901406232,0.35454545454537395,43.733462679999995
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,3.367295829986474,0.6666666666664353,0.3999999999999167,38.804398756000005
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,1.3862943611198906,0.3562352941175633,0.2000752870317711,36.3009114
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,1.3862943611198906,1.2229299363049537,0.6005089058522646,9.694722036
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,4.51085950651685,1.1065796628596485,0.3999999999998695,32.53292506
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100,4.61512051684126,0.8502058383229557,0.3644526372122363,49.973220479999995
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,4.04305126783455,0.29381663113000134,0.1999317639030706,69.29923276
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,5.198497031265826,0.6304347826084999,0.0,29.58541516
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3,1.3862943611198906,0.8502058383229557,0.3644526372122363,13.18278112
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14,2.70805020110221,1.062436028658521,0.4957189701237261,25.48303296
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3,1.3862943611198906,0.8503204791421403,0.3967418864096106,9.4458212
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,1.3862943611198906,1.879039704522734,0.5999261174729961,2.331807832
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,3.367295829986474,0.4547710976281151,0.3426395939085673,71.29871315999999
